"dati.lat","dati.lng"
45.4870706,9.1560714
45.4768578,9.2149618
45.4455182,9.146575
45.4408371,9.156262
45.4664383,9.1833181
45.4649122,9.1815493
45.4898736,9.1895687
45.5220831,9.2159078
45.483627,9.1890437
45.4566891,9.1740312
45.473264,9.2079162
45.4639566,9.2171043
45.4696145,9.1546349
45.4812802,9.1759905
45.4522142,9.1762335
45.4831086,9.1993152
45.4935047,9.1446511
45.5811593,9.1925789
45.4586833,9.1782735
45.4821712,9.1969315
45.4629028,9.2353947
45.4990141,9.1913218
45.4835646,9.1702621
45.4600503,9.0977041
45.4735634,9.1262008
45.4915802,9.207667
45.506193,9.223446
45.490336,9.2037626
45.4674782,9.1825547
45.4681691,9.1513344
45.4600193,9.2386541
45.485457,9.2157965
45.5029251,9.1982661
45.4438083,9.1279425
45.4813048,9.1689055
45.4527313,9.1756197
45.480223,9.1933041
45.4613044,9.2280151
45.4642927,9.1956535
45.4893881,9.1636323
45.4314347,9.2015795
45.4776472,9.185623
45.4729291,9.2109392
45.4674782,9.1825547
45.4598923,9.1653624
45.6549491,9.7123442
45.5247206,9.0499942
45.485401,9.1615896
45.4486852,9.2068172
45.4760559,9.1887438
45.4510302,9.2035732
45.4531843,9.1801969
45.4503578,9.2048187
45.172025,9.1463841
45.4874555,9.1669455
45.4895608,9.1889212
45.4549954,9.1616117
45.4624388,9.173048
45.4767051,9.205368
45.4657452,9.1961637
45.4734911,9.2067512
45.476315,9.2167676
45.4550453,9.2014871
45.4885139,9.205075
45.4582111,9.2061771
45.4628808,9.139481
45.4682713,9.1742073
45.4797755,9.2107013
45.4562677,9.2087213
45.4898859,9.1889365
45.4413889,9.2013889
45.4646918,9.1818785
45.4812802,9.1759905
45.461795,9.221301
45.4690067,9.2342253
45.4769586,9.1958166
45.4494389,9.1973807
45.4600247,9.1818963
45.4900121,9.1904185
45.4788873,9.1858256
45.4657452,9.1961637
45.4669539,9.2021984
45.4806819,9.1888239
45.4829567,9.1697729
45.458218,9.176127
45.4578827,9.1805842
45.4651174,9.1835631
45.4429842,9.1133853
45.4692104,9.2156192
45.4655008,9.2128807
45.4522164,9.2472975
45.4664383,9.1990342
45.4765406,9.1708199
45.4603047,9.1903659
45.4783349,9.206796
45.4484683,9.2120351
45.4877252,9.1886004
45.4548032,9.245022
45.4656087,9.1985338
45.448952,9.1643
45.4789971,9.202924
45.4598733,9.18186
45.4895692,9.2097919
45.4872786,9.1711602
45.4556361,9.1968556
45.4867675,9.1912973
45.4627508,9.2276035
45.4547612,9.1788737
45.456681,9.214724
45.4586808,9.1849865
45.4852438,9.167095
45.444978,9.1766901
45.4676673,9.1967369
45.4629032,9.1992267
45.4539395,9.1689128
45.4877078,9.1985326
45.4712655,9.1825567
45.471105,9.1686917
45.4338233,9.1854086
45.4940538,9.1421525
45.4512209,9.1712006
45.4661726,9.2117549
45.4824556,9.1721545
45.4548835,9.1692838
45.4726906,9.2083702
45.4789971,9.202924
45.4765803,9.1886278
45.5216945,9.2153382
45.4784212,9.205436
45.4896574,9.1875596
45.4422908,9.1885989
45.4713661,9.1843212
45.4779492,9.2044155
45.4778355,9.2053372
45.503685,9.2453546
45.4753768,9.1886182
45.469007,9.1761602
45.4687156,9.2234217
45.456974,9.2166469
45.4687338,9.1525603
45.0673103,7.6838937
45.4945606,9.1860287
45.4517577,9.1755392
45.481453,9.1777374
45.4831708,9.1475436
45.5104571,9.2189663
45.4528928,9.1835207
45.4520357,9.1776055
45.4454609,9.1640094
45.4670557,9.2226895
45.482232,9.19971
45.4493593,9.2024882
45.4728006,9.1094351
45.4837723,9.2055597
45.4512134,9.1744519
45.4627998,9.1893056
45.4509358,9.1736552
45.4897794,9.1878426
45.4778029,9.2058103
45.5150696,9.2117174
45.4459907,9.1785149
45.44724,9.158829
45.4447629,9.1549189
45.4684549,9.2121281
45.4767623,9.1892339
45.5099297,9.1750765
45.4883163,9.2171374
45.4818998,9.1743311
45.4755686,9.2128544
27.0389581,94.671874
45.4631842,9.182856
45.5181453,9.2086105
45.4889686,9.2172366
45.4692104,9.2156192
45.4823158,9.1720538
45.4629032,9.1992267
45.461175,9.1894139
45.4508265,9.1924248
45.484634,9.164366
45.472443,9.210863
45.4619986,9.2291946
45.4548835,9.1692838
45.4930077,9.2175414
45.4734681,9.2096514
45.4905095,9.1472175
45.4640531,9.2066585
45.4745869,9.207583
45.4810626,9.1748552
45.4900121,9.1904185
45.464621,9.1763505
45.4627909,9.0646103
45.4483333,9.2055556
45.4680323,9.185387
45.4821818,9.1677257
45.4752778,9.2063889
45.4641,9.209
45.4524744,9.2010632
45.4548897,9.198501
45.4771907,9.2039923
45.4651877,9.1822128
45.5152806,9.1710071
45.4646499,9.2096611
45.4882256,9.187563
45.4708238,9.2317532
45.4806685,9.1686025
45.4823596,9.1796749
45.4684424,9.2131529
45.4629032,9.1992267
45.461175,9.1894139
45.4657078,9.2087947
45.461892,9.1902138
45.433903,9.174037
45.4662136,9.1872545
45.4372201,9.2170344
45.4932932,9.1439535
45.4267547,9.1694256
45.5232508,9.2206744
45.4661799,9.1918462
45.3754302,9.1697216
45.4488455,9.1995805
45.4509268,9.1701035
45.4792455,9.2090136
45.4472841,9.1785191
45.4523926,9.214776
45.4821809,9.2073204
45.4746073,9.2086776
45.4811156,9.1999998
45.4707508,9.1594824
45.4507741,9.1922941
45.4703582,9.2462474
45.448952,9.1643
45.4652778,9.1358333
45.4903033,9.2219507
45.4647222,9.195
45.4835646,9.1702621
45.4851654,9.1558861
45.500522,9.1235853
45.4873785,9.2006681
45.4482976,9.2091394
45.4478115,9.2050698
45.455938,9.1766471
45.487633,9.2183745
45.4824481,9.1969969
45.4924058,9.2312002
45.4522142,9.1762335
45.4868559,9.1888585
45.4550407,9.1670609
45.4658273,9.2075285
45.4531552,9.179636
45.4669649,9.2012083
45.4506214,9.1525113
45.4776121,9.1718362
45.4674782,9.1825547
45.46524,9.175361
45.4551063,9.1368386
45.4779492,9.2044155
45.4537935,9.14964
45.470319,9.186506
45.4682961,9.184126
45.4669254,9.1527907
45.4692104,9.2156192
45.4586944,9.1542716
45.4604218,9.1546171
45.8313851,8.8003723
45.4620816,9.2181157
45.455762,9.174974
45.4527666,9.2015812
45.4751437,9.2080846
45.4887566,9.1657217
45.4620318,9.2190562
45.4611232,9.1966411
45.4639566,9.2171043
45.4683423,9.1727571
45.4819363,9.1748225
45.4494046,9.1863031
45.4635248,9.1839044
45.4666922,9.2100821
45.602373,9.57864
45.497033,9.175641
45.4422908,9.1885989
45.470387,9.2406452
45.534648,9.263671
45.469485,9.1712826
45.467007,9.144509
45.4862697,9.1645778
45.4805222,9.1462
45.431182,9.1992031
45.4843221,9.1427551
45.4629032,9.1992267
45.4508904,9.2247367
45.4492447,9.1646351
45.4410273,9.1994197
45.4576818,9.1814224
45.481363,9.2050526
45.4454709,9.1767626
45.5156316,9.2257439
45.4852164,9.2310703
45.46212,9.2051585
45.4604218,9.1546171
45.4604218,9.1546171
45.4604218,9.1546171
45.4645589,9.2076381
45.4729291,9.2109392
45.466399,9.18748
45.4677293,9.1511216
45.4640865,9.2076508
45.4778355,9.2053372
45.4709687,9.16862
45.4363164,9.2407665
45.4530117,9.1964285
45.4560976,9.1805782
45.4508726,9.1952794
45.5941667,8.9058333
45.447376,9.1549202
45.4809127,9.1890426
45.4887129,9.1631974
45.5019558,9.2431193
45.504324,9.1770309
45.4963973,9.1814193
45.5003365,9.1707549
45.4488157,9.1979032
45.4835646,9.1702621
45.4622814,9.1873534
45.4741788,9.1945937
45.4836111,9.1702778
45.4777599,9.1989395
45.4191231,9.1793273
45.6174895,9.1998958
45.4681363,9.1955127
45.4656068,9.1939343
45.4674162,9.14736
45.4685731,9.1902564
45.500986,9.1493336
45.469007,9.1761602
45.4753681,9.2075543
45.4675985,9.146734
45.4783962,9.1880289
45.4559423,9.2049249
45.46378,9.0869469
45.4654421,9.208358
45.4708387,9.209155
45.4533023,9.1711042
45.4666629,9.2093156
45.4719498,9.2234371
45.4585671,9.1378268
45.4512009,9.171497
45.4438083,9.1279425
45.4847434,9.2073263
45.45685,9.1992789
45.4338601,9.1782799
45.4417575,9.1747418
45.4396149,9.1542171
45.4976916,9.2389705
45.4663983,9.1812292
45.4869933,9.2193967
45.4594814,9.1572555
45.4444653,9.1659843
45.4569071,9.1930696
45.4329123,9.2387299
45.481648,9.1655204
45.4863661,9.2187889
45.4878656,9.1309458
45.4667529,9.1458601
45.502888,9.2390602
45.4052229,9.0117899
45.4481174,9.1626061
45.4527313,9.1756197
45.4458873,8.6179278
45.4620339,9.185944
45.467585,9.172307
45.4810848,9.2344369
45.455762,9.174974
45.6262844,9.0170661
45.4489831,9.2080626
45.4815084,9.2101855
45.4533633,9.1960432
45.487427,9.2172745
45.4518502,9.1508399
45.4534276,9.1579682
45.488336,9.204147
45.496998,9.16928
45.4914471,9.1847968
45.4812024,9.17437
45.4660813,9.1512506
45.4674162,9.14736
45.4803939,9.1611106
45.4771906,9.2061981
45.4548237,9.1804237
47.7292397,10.3103492
45.456974,9.2166469
45.4823887,9.2013496
45.4776506,9.1856142
45.4666316,9.1518322
45.4921338,9.2686538
45.4945488,9.1847572
45.4550407,9.1670609
45.4856193,9.2107131
45.4517217,9.1753832
45.4561021,9.1697286
45.4690902,9.1819155
45.4812261,9.172321
45.4619444,9.1833333
45.4680209,9.1513934
45.481363,9.2050526
45.4675665,9.1825147
45.4430949,9.2126581
45.4777732,9.1850167
45.4683333,9.2072222
45.4457914,9.128009
45.4754512,9.148263
45.4527286,9.1758089
45.501542,9.1782431
45.4286527,9.1712448
45.4366667,9.1755556
45.4777732,9.1850167
45.4615614,9.1909975
45.4695032,9.1562155
45.5185951,9.1671363
45.453825,9.2191946
45.4846033,9.2461642
45.4826463,9.1660245
45.4523926,9.214776
45.5,9.1816667
45.4679647,9.1964269
45.480624,9.17549
45.4438083,9.1279425
45.48,9.1844444
45.4877726,9.2039494
45.4640531,9.2066585
45.45518,9.123251
45.471226,9.228902
45.4789205,9.2047932
45.5239379,9.1926397
45.4609304,9.2095058
45.509457,9.2235278
45.4690841,9.2225279
45.4773465,9.1969966
45.5915185,9.1740195
45.501743,9.1886257
45.4482117,9.1795063
45.4895608,9.1889212
45.4977914,9.1130918
45.4682481,9.0555351
45.4793314,9.1644289
45.5005267,9.1881893
45.4653184,9.1846655
45.4682816,9.1518411
45.5015716,9.1825646
45.4895608,9.1889212
45.4810885,9.2088864
45.4604218,9.1546171
45.4902483,9.1665381
45.4893881,9.1636323
45.4887799,9.1998189
45.4864639,9.2014366
45.4587309,9.1817348
45.4897839,9.1831255
45.455952,9.2161464
45.4886832,9.1685206
45.4669843,9.1356957
45.4678512,9.1867758
45.4506191,9.214146
45.49084,9.1967701
45.4867054,9.2015779
45.4771906,9.2061981
45.479844,9.1720126
45.4669539,9.2021984
45.489923,9.1410237
45.4711319,9.2438029
45.4775895,9.2427857
45.4619722,9.2143033
45.4476449,9.1775725
45.476514,9.2161795
45.481575,9.210185
45.4835646,9.1702621
45.4598743,9.1659517
45.4525891,9.2102748
45.4848193,9.2097384
45.4693332,9.2066658
45.4546086,9.2201623
45.457512,9.1837302
45.4887799,9.1998189
45.4749662,9.205917
45.4647727,9.2303776
45.5156151,9.2123362
45.5657211,9.0757608
45.4774139,9.2017754
45.4649122,9.1815493
45.4613126,9.2096293
45.458113,9.1612489
45.4865913,9.2376337
45.467667,9.2275088
45.4614629,9.2115397
45.4783962,9.1880289
45.4715998,9.1848516
45.4551544,9.167206
45.4676673,9.1967369
45.481363,9.2050526
45.4748296,9.2144974
45.4830171,9.1817104
45.4488602,9.2211228
45.4688172,9.2226903
45.4637309,9.1984492
45.4778198,9.1987297
45.4835646,9.1702621
45.4848193,9.2097384
45.5061799,9.2320329
45.4684424,9.2131529
45.4466689,9.1651457
45.4815687,9.1847473
45.4707742,9.1511903
45.466399,9.18748
45.4506842,9.2118501
45.4527103,9.1733797
45.5027176,9.1613726
45.5142123,9.2249979
45.4625131,9.2004584
45.4485486,9.2051268
45.4641266,9.1795695
45.447633,9.1629182
45.4626083,9.2091045
45.4874038,9.218517
45.4096474,10.9037831
45.4809722,9.1926636
44.3071941,8.4872576
45.4498484,9.1677933
45.5145028,9.2077053
45.4731496,9.1587318
45.4734089,9.209376
45.4689587,9.1257609
45.4797755,9.2107013
45.5084811,9.2245356
45.4905059,9.2300427
45.4781458,9.1603
45.4657452,9.1961637
45.4788889,9.2036111
45.453167,9.1804659
45.4818768,9.1798408
45.4543697,9.2134936
45.4656087,9.1985338
45.4711319,9.2438029
45.4658261,9.1690967
45.4815913,9.1777201
45.4876315,9.1948814
45.4648496,9.206981
45.4670554,9.1547429
45.4621338,9.1904483
45.4778029,9.2058103
45.4691142,9.1719278
45.4743762,9.2098344
45.4570302,9.2050329
45.4813048,9.1689055
45.4568506,9.1696409
45.4968301,9.1846954
45.4939282,9.1853261
45.4868429,9.2212515
45.4649122,9.1815493
45.476387,9.2167962
45.4805887,9.1878579
45.4810085,9.1719344
45.4662794,9.1662116
45.4809183,9.1666878
45.4808114,9.210969
45.4804913,9.1598475
45.4683333,9.1511111
45.5167415,9.2060797
45.4647222,9.195
45.4457914,9.128009
45.4852778,9.2163889
45.6174895,9.1998958
45.4819056,9.1651611
45.4594772,9.2111483
45.478332,9.205412
45.4853591,9.1632039
45.4520525,9.2050116
45.4665781,9.1615921
45.4660296,9.1968839
45.4886111,9.2202778
45.0659435,7.6731945
45.5045498,9.221931
45.4880532,9.1897316
45.4839468,9.2140102
45.4798629,9.1995905
45.4625131,9.2004584
45.460659,9.1852646
45.4510632,9.1944814
45.4786098,9.1814483
45.459374,9.1902461
45.449256,9.2076078
45.4771906,9.2061981
45.5178128,9.2260402
45.4810425,9.1707683
45.4672877,9.1827159
45.4619985,9.1568596
45.4777494,9.1739624
45.441841,9.220818
45.4951428,9.2115872
45.4801237,9.1953325
45.4769998,9.202225
45.4822263,9.216329
45.4719351,9.2465408
45.4618349,9.1884008
45.4830849,9.1997475
45.4873035,9.169735
45.4615677,9.1893573
45.6205121,9.1993721
45.4624897,9.2235467
45.481363,9.2050526
45.5098915,9.1280854
45.5265877,9.225994
45.4511079,9.1945851
45.4977363,9.2255263
45.4616764,9.1852018
45.4705866,9.2007708
51.4905597,6.8815537
45.4666316,9.1518322
45.4818768,9.1798408
45.4467236,9.1259339
45.4665172,9.2159234
45.4973913,9.13773
45.4681363,9.1955127
45.4810833,9.2039832
45.4812889,9.1733647
45.4407505,9.1761123
46.9950589,6.9438657
45.4505582,9.2072849
45.469278,9.2081215
45.467006,9.19594
45.4534955,9.1569415
45.4888702,9.2177659
